id,freq_rank,t_word,freq_english,freq_ipa,frequency,freq_example,smart_match_id,dict_id,rom_id,e_dict,e_dict_v,dict_category,rom_category,romanization,phonetic,_sample_sentence,t_def,t_syn,t_ant,e_related,etymology,domain,match_type
1085,1148,เคลื่อนไหว,move,kʰlɯ̂ːan wǎj,3785,ผู้ป่วยเคลื่อนไหวร่างกายได้แล้ว,1566,12589,3506,move,move ; shift ; edge,V,v.,khleūoenwai,\khleūoen/wai,ผู้ป่วยเคลื่อนไหวร่างกายได้แล้ว,"ไม่อยู่นิ่ง, ไม่คงที่","เคลื่อน, ขยับเขยื้อน",หยุดนิ่ง,shift,,RID,matched
1086,1149,เลิศ,excellent; first-rate; perfect,lɤ̂ːt,1427,กลุ่มนักธุรกิจร่วมกันดื่มสุรารสเลิศหลังเสร็จสิ้นการเจรจา,5927,7147,5035,excellent,excellent ; perfect ; superb ; best ; optimum ; first-rate ; splendid ; wonderful ; marvelous ; superior ; outstanding ; ideal,ADJ,adj.,loēt,\loēt,กลุ่มนักธุรกิจร่วมกันดื่มสุรารสเลิศหลังเสร็จสิ้นการเจรจา,ที่ยอดเยี่ยมในทางใดเป็นพิเศษ,"ยอดเยี่ยม, เยี่ยม, เลิศเลอ",,first-rate; perfect; splendid; marvelous; wonderful,,,matched
1087,1150,หนอง,"pus; swamp, bog, mire",nɔ̌ːŋ,1640,ควายป่ามีนิสัยชอบนอนปลัก ตามหนอง ให้ดินโคลนเคลือบตัว เพื่อป้องกันเหลือบและแมลงมาตอม,6912,7623,6403,pus,pus ; purulent matter,N,n.,nøng,/nøng,การโรยสะดือเด็กด้วยยาผง หรือพอกยา มักจะทำให้เกิดหนองได้,น้ำเลือดเสียกลายเป็นสีขาวข้น ที่กลัดอยู่ตามแผลและฝี,,,,,MEDIC,matched
1040,1099,คุม,control; guard; protect,kʰum,2435,ผู้ปกครองต้องสอดส่องดูว่ารถโรงเรียนมีครูคอยคุมเด็กหรือไม่,,,,,control; guard; protect,,,khum,,,,,,,,,freq_only
1043,1102,ไอ,vapor; cough,ʔaj,3831,ความร้อนทำให้น้ำมันดิบระเหยกลายเป็นไอ,,,,,vapor; cough,,,xị,,,,,,,,,freq_only
1090,1154,ป่วย,sick,pùaj,2417,หมอที่นี่ไม่ค่อยยอมอธิบายว่าคนไข้ป่วยเป็นอะไร,4020,13099,7912,sick,be ill ; be sick ; be unwell ; ail ; get ill ; feel sick ; have a fever ; feel unwell,V,v.,pūay,_pūay,หมอที่นี่ไม่ค่อยยอมอธิบายว่าคนไข้ป่วยเป็นอะไร,รู้สึกไม่สบายเพราะโรค หรือเหตุอื่นที่ทำให้รู้สึกเช่นนั้น,"เจ็บป่วย, ป่วยไข้, เจ็บไข้, เจ็บ",สบาย,ill; get ill; feel sick; have a fever; feel unwell,,MEDIC (influenza) ; (Covid-19),matched
1091,1155,เยอะ,much; a lot,jɤ́ʔ,5089,เขามีมรดกเยอะจะตาย ยังมาทำเป็นงกอีก,5292,16158,11207,much,much ; much more ; far more ; plenty of ; lots ; heaps ; piles ; many,ADV,adv.,yoe,¯yoe,เขามีมรดกเยอะจะตาย ยังมาทำเป็นงกอีก,"มากเหลือหลาย, มีถมไป","มากมาย, มาก, เยอะแยะ",นิดเดียว,much more; far more,,RID,matched
1092,1156,ฤดู,season,rɯ́ʔ duː,2453,ฟ้าทะลายโจรนั้นขึ้นได้ทั่วไปในดินทุกชนิด และปลูกได้ทุกฤดู,5706,17389,8260,season,season,N,n.,reudū,¯reu-dū,ฟ้าทะลายโจรนั้นขึ้นได้ทั่วไปในดินทุกชนิด และปลูกได้ทุกฤดู,"ส่วนของปี ซึ่งแบ่งโดยถือเอาภูมิอากาศเป็นหลัก, เวลาที่กำหนดสำหรับงานต่างๆ",หน้า,,,ฤตุ (san) ; อุตุ (pli),CALEND ; CLIMA (meteo) ; RID ; TOURIST,matched
1047,1106,ลูกชาย,son,lûːk tɕʰaːj,3440,ลูกชายกำนันกลับมาเรียนหนังสือที่จังหวัดตามเดิม,,,,,son,,,lūkchāy,,,,,,,,,freq_only
1049,1108,นิ้ว,finger,níw,3827,บริเวณปลายนิ้วของนักกีตาร์เป็นไตแข็ง,,,,,finger,,,nîw,,,,,,,,,freq_only
1094,1158,สูตร,formula,sùːt,1910,การกินอาหารสูตรนี้มีผลดีต่อความดันเลือดมาก,6786,6500,9482,formula,method ; way ; formula ; recipe,N,n.,sūt,_sūt,การกินอาหารสูตรนี้มีผลดีต่อความดันเลือดมาก,ข้อความที่แต่งขึ้นเป็นแบบ,,,sutra; table,สุตฺต (pli),CULINA ; MEDIC (pharma) ; SCIENTIA (chem ; math) ; ZYTHO,matched
1050,1109,ยาวนาน,long; endless,jaːw naːn,1706,ประวัติศาสตร์ของชนชาติไทยมีมายาวนานหลายร้อยปี,31113,25552,,long,long; endless,ADV,,yāwnān,,ประวัติศาสตร์ของชนชาติไทยมีมายาวนานหลายร้อยปี,เป็นเวลาเนิ่นนาน,"นาน, ช้านาน",,for a long time; extensively,,,dict_only
1096,1160,เท้า,foot,tʰáːw,4589,เขาเท้าโต๊ะก่อนจะล้มลงไป,3226,8434,10021,foot,foot ; feet [pl.],N,n.,thāo,¯thāo,ท่อนไม้โครมลงมาบนเท้าของฉัน,อวัยวะส่วนล่างสุดของคนหรือสัตว์ นับตั้งแต่ใต้ข้อเท้าลงไป สำหรับยืนหรือเดินเป็นต้น,"ตีน, บาทา",,,,MEDIC (anato) ; TOURIST,matched
1097,1161,หล่อน,her,lɔ̀ːn,9611,เขาสัญญาว่าจะปลูกบ้านให้หล่อน,7062,7741,5074,she/her,her,PRON,pr. pers.,lǿn,_lǿn,เขาสัญญาว่าจะปลูกบ้านให้หล่อน,"คำที่เราใช้แทนผู้ที่เราพูดด้วย เพศหญิง สำหรับผู้ใหญ่ใช้เรียกผู้น้อย, เป็นสรรพนามบุรุษที่ 2","เธอ, เจ้าหล่อน",,,,,matched
1098,1163,เก่าแก่,ancient; old,kàw kɛ̀ː,1025,อั้งยี่ซานเหอเป็นสมาคมลับเก่าแก่มาตั้งแต่โบราณ,553,9847,2827,ancient,ancient ; very old ; former ; passed ; primitive ; run-down ; age-old,ADJ,adj.,kao kaē,_kao _kaē,อั้งยี่ซานเหอเป็นสมาคมลับเก่าแก่มาตั้งแต่โบราณ,"มีมานาน, อยู่มานาน","โบราณ, ดั้งเดิม, คร่ำคร่า, เก่า","ใหม่, ทันสมัย",old; former; passed,,,matched
1051,1110,สหรัฐ,united group of states,sà hà rát,6241,สินค้าต้องห้ามในการนำเข้าประเทศสหรัฐอเมริกาคือยาเสพติดและงาช้าง,,,,,united group of states,,,s̄h̄rạṭ̄h,,,,,,,,,freq_only
1054,1113,แคบ,narrow,kʰɛ̂ːp,1492,ถนนในซอยจะแคบกว่าถนนสายหลักเพราะพื้นที่น้อย,14674,12651,,be narrow,narrow,V,,khæb,,ถนนในซอยจะแคบกว่าถนนสายหลักเพราะพื้นที่น้อย,"มีส่วนกว้างน้อย, ไม่กว้างขวาง",,กว้าง,be not wide; be small in width,,,dict_only
1101,1166,เติม,"add, fill",tɤːm,2281,พ่อเติมน้ำมันเครื่องลงไปในถังอีกประมาณครึ่งลิตร,2769,8769,10449,add,add ; add more ; augment ; fill ; increase ; put in ; insert,V,v.,toēm,#NAME?,พ่อเติมน้ำมันเครื่องลงไปในถังอีกประมาณครึ่งลิตร,,"เพิ่ม, เพิ่มเติม",,add more; fill; increase,,RID,matched
1102,1167,ทันสมัย,modern; up-to-date,tʰan sà mǎj,1717,เขามักมีเรื่องทันสมัยมาเล่าให้เพื่อนฟังอยู่เสมอ,3032,24780,10006,up-to-date,modern ; fashionable ; up-to-date ; in vogue ; contemporary ; abreast of the times ; chic,ADJ,adj.,thansamai,#NAME?,เขามักมีเรื่องทันสมัยมาเล่าให้เพื่อนฟังอยู่เสมอ,เกี่ยวกับการตามสมัยที่นิยมกัน,"สมัยใหม่, ล้ำสมัย, ล้ำยุค, ตามสมัยนิยม, ตามสมัย, ร่วมสมัย","ล้าสมัย, หัวเก่า, หัวโบราณ",modern; in the fashion; fashionable,,RID,matched
1103,1168,ระวัง,beware,ráʔ waŋ,3767,ใช้คอมพิวเตอร์บ่อยๆ ระวังไวรัสคอมพิวเตอร์หน่อยนะ,5436,9332,8199,be careful,be on the lookout for ; watch for ; be careful ; take care ; be vigilant ; beware of ; be aware of ; mind,V,v.,rawang,¯ra-wang,ใช้คอมพิวเตอร์บ่อยๆ ระวังไวรัสคอมพิวเตอร์หน่อยนะ,"เอาใจใส่โดยไม่ประมาท, กันไว้ไม่ให้เกิดเสื่อมเสีย",คอยดู,,be on the lookout for; watch out for; be vigilant; be cautious; beware of; look out; be on one's guard; be heedful,,TOURIST,matched
1104,1169,ลอย,float,lɔːj,3754,บอลลูนลูกนี้ถูกนำออกไปปล่อยให้ลอยอยู่ในอากาศถึงสองชั่วโมง,5776,6986,5039,soar,float ; soar ; drift ; move gently ; bob ; glide ; sail ; waft,V,v.,løi,#NAME?,บอลลูนลูกนี้ถูกนำออกไปปล่อยให้ลอยอยู่ในอากาศถึงสองชั่วโมง,เคลื่อนไปในน้ำหรือในอากาศช้าๆ,"ล่องลอย, ลอยล่อง, ลอยละล่อง",,float; drift; move gently; bob; glide; sail,,RID,matched
1105,1170,พอดี,fit,pʰɔː diː,4031,หางเสือนี้จะบิดไปในทางที่จะทำให้เครื่องบินเลี้ยวเข้าวงพอดี,4580,14437,7202,fit,just enough ; good enough ; just sufficient ; just right ; at the right moment ; just in time,ADV,adv.,phødī,#NAME?,หางเสือนี้จะบิดไปในทางที่จะทำให้เครื่องบินเลี้ยวเข้าวงพอดี,,"เหมาะเจาะ, พอดิบพอดี",,,,,matched
1107,1172,ท่องเที่ยว,travel,tʰɔ̂ːŋ tʰîːaw,3796,เพลินตามีใจใฝ่ฝัน ใคร่จะได้ท่องเที่ยว และเดินทางตามที่ต่างๆ ที่เขาอยากไป,2978,24077,10259,tour,travel ; tour ; go sightseeing ; take a trip,V,v.,thǿngthīo = thøngthīo,\thǿng\thīo = \thøng\thīo,เพลินตามีใจใฝ่ฝัน ใคร่จะได้ท่องเที่ยว และเดินทางตามที่ต่างๆ ที่เขาอยากไป,,"ทัศนาจร, เที่ยว, ประพาส",,travel; go sightseeing,,RID ; TOURIST,matched
1055,1114,สมควร,appropriate,sǒm kʰuːan,4323,การบริจาคเงินเพื่อการศึกษา เป็นการใช้เงินเพื่อการกุศลอย่างสมควร,,,,,appropriate,,,s̄mkhwr,,,,,,,,,freq_only
1058,1117,ตัน,Ton,tan,3584,เธอชอบทิ้งเศษอาหารลงไปในนี้ทำให้ท่อตันและส่งกลิ่นเหม็น,,,,,Ton,,,tạn,,,,,,,,,freq_only
1110,1175,เมีย,wife,miːa,3481,เขาหย่ากับเมียตั้งแต่เดือนที่แล้ว เป็นข่าวดังจะตาย,5060,9242,5649,wife,wife ; spouse,N,n.,mīa,#NAME?,เขาหย่ากับเมียตั้งแต่เดือนที่แล้ว เป็นข่าวดังจะตาย,หญิงที่เป็นคู่ครองของชาย,"ภรรยา, ภริยา",,spouse; better half,,FAMILIA ; RID ; SOCIO,matched
1111,1176,ข้อความ,message,kʰɔ̂ː kʰwaːm,4576,อาจารย์สั่งให้นักเรียนตัดข้อความเกี่ยวกับสิ่งแวดล้อมจากหนังสือต่างๆ มาอ่านหน้าห้อง,664,32358,3588,statement,text ; wording ; context ; passage ; statement ; message ; clause ; matter ; item,N,n.,khøkhwām,\khø-khwām,อาจารย์สั่งให้นักเรียนตัดข้อความเกี่ยวกับสิ่งแวดล้อมจากหนังสือต่างๆ มาอ่านหน้าห้อง,"เนื้อความตอนหนึ่งๆ, ใจความสั้นๆ ของเรื่อง","เนื้อความ, ใจความ",,term; message; text; passage; account; baby; content,,LEGIS,matched
1112,1177,คิดถึง,miss,kʰít tʰɯ̌ŋ,3533,ผมอดที่จะคิดถึงพ่อแม่พี่น้องของผมที่อยู่บ้านนอกไม่ได้,1392,11290,3461,miss,think of ; miss ; yearn,V,v.,khittheung,¯khit /theung,ผมอดที่จะคิดถึงพ่อแม่พี่น้องของผมที่อยู่บ้านนอกไม่ได้,นึกถึงด้วยใจผูกพัน,"คะนึงถึง, ระลึกถึง",,"think of, yearn",,RID ; VAL,matched
1113,1178,ประชาธิปไตย,democracy,pràʔ tɕʰaː tʰíp pà taj,4281,การมีผู้นำแบบเลือกตั้งเป็นที่นิยมเพราะเป็นวิถีทางของประชาธิปไตย,3843,27171,7683,democracy,democracy,N,n.,prachāthipatai = prachāthippatai,_pra-chā¯thi_pa-tai = _pra-chā¯thip_pa-tai,การมีผู้นำแบบเลือกตั้งเป็นที่นิยมเพราะเป็นวิถีทางของประชาธิปไตย,"ระบอบการปกครองที่ถือมติปวงชนเป็นใหญ่, การถือเสียงข้างมากเป็นใหญ่",ระบบประชาธิปไตย,,,,ASEAN ; EDUC ; POLIT ; RID ; SOCIO,matched
1064,1124,ที่ไหน,where,tʰîː nǎj,4604,พ่อบอกกับแม่ว่าพ่อจะใจเดียวกับแม่และจะไม่เจ้าชู้กับผู้หญิงที่ไหนอีก,21880,34363,,where,where,PRON,,thī̀h̄ịn,,,,"แห่งใด, แห่งไหน",,which place,,,dict_only
1069,1130,ล้ำ,break; violate,lám,1071,แนวความคิดของเขาช่างฉลาดล้ำเหลือเกิน,,,,,break; violate,,,l̂ả,,,,,,,,,freq_only
1116,1181,ยกเว้น,except,jók wén,3015,ข่าวความล้มเหลวทางเศรษฐกิจบั่นทอนความเชื่อมั่นครั้งใหม่ให้นักลงทุนและครั้งนี้ก็คงจะรุนแรงกว่าทุกๆ ครั้งยกเว้นแต่ว่ารัฐบาลจะมีหนทางรับมือได้อย่างทันท่วงที,5190,26920,11229,except,except ; excluding ; not including ; unless ; with the exception of ; but ; whereas ; all but ; excluded ; apart from,CONJ,conj.,yokwen,¯yok¯wen,ข่าวความล้มเหลวทางเศรษฐกิจบั่นทอนความเชื่อมั่นครั้งใหม่ให้นักลงทุนและครั้งนี้ก็คงจะรุนแรงกว่าทุกๆ ครั้งยกเว้นแต่ว่ารัฐบาลจะมีหนทางรับมือได้อย่างทันท่วงที,,"เว้นแต่, นอกจาก, เว้นเสียแต่",,unless; but; whereas,,RID,matched
1117,1182,พลอย,gem; jewelry,pʰlɔːj,3741,ชาวพื้นเมืองพวกนี้นับได้ว่าเป็นกลุ่มที่สำคัญกลุ่มหนึ่งที่ขุดแร่ขุดพลอยขาย,4551,14310,7189,gem,gem ; precious stone ; sapphire ; emerald ; jewel,N,n.,phløi,#NAME?,ชาวพื้นเมืองพวกนี้นับได้ว่าเป็นกลุ่มที่สำคัญกลุ่มหนึ่งที่ขุดแร่ขุดพลอยขาย,หินที่มีเนื้อใสสีต่างๆ ใช้ทำเป็นเครื่องประดับมีหัวแหวนเป็นต้น,,,precious stone,,"TERRA (mineral, gemma)",matched
1119,1184,องค์การ,organization,ʔoŋ kaːn,4122,เขาได้เรียกร้องให้มีการจัดตั้งองค์การนักศึกษาขึ้น,7381,36768,6521,organization,organization ; agency ; body,N,n.,ongkān,#NAME?,เขาได้เรียกร้องให้มีการจัดตั้งองค์การนักศึกษาขึ้น,ศูนย์รวมของกิจการที่ประกอบกันขึ้นเป็นหน่วยงานเดียวกัน,หน่วยงาน,,agency,,ECONO ; EDUC,matched
1120,1185,ลูกค้า,customer,lûːk kʰáː,4328,อุตสาหกรรมคอมพิวเตอร์ของเราจะเกิดไม่ได้หากขาดลูกค้ารายใหญ่ คือโรงเรียน,5873,7028,5168,customer,customer ; client ; clientele ; patron,N,n.,lūkkhā,\lūk¯khā,อุตสาหกรรมคอมพิวเตอร์ของเราจะเกิดไม่ได้หากขาดลูกค้ารายใหญ่ คือโรงเรียน,ผู้อุดหนุนเนื่องด้วยธุรกิจ,ผู้ซื้อ,"พ่อค้าแม่ค้า, ผู้ขาย",client; shopper; purchaser; regular,,COMM ; ECONO (market) ; HOTEL ; RID,matched
1121,1186,เพราะฉะนั้น,therefore,pʰrɔ́ʔ tɕʰàʔ nán,2611,ลูกไม่ทำตามสัญญาที่ให้ไว้กับแม่ เพราะฉะนั้นลูกต้องถูกลงโทษตามที่ตกลงกันไว้,4708,9656,7330,so,for that reason ; therefore ; wherefore ; hence ; consequently ; in consequence ; so ; as,CONJ,adv.,phrǿchanan,¯phrǿ_cha¯nan,ลูกไม่ทำตามสัญญาที่ให้ไว้กับแม่ เพราะฉะนั้นลูกต้องถูกลงโทษตามที่ตกลงกันไว้,คำเชื่อมสำหรับนำหน้าความที่บอกผลหรือข้อสรุป,"ดังนั้น, ด้วยเหตุนั้น",,for that reason; wherefore; hence; consequently; in consequence; therefore; as,,RID,matched
1070,1131,เล็กน้อย,a little; bit,lék nɔ́ːj,3816,เขาเติมน้ำผึ้งลงในชาเล็กน้อยเพื่อให้ชามีกลิ่นหอมขึ้น,33655,7142,,a little,a little; bit,ADV,,lĕk n̂xy,,เขาเติมน้ำผึ้งลงในชาเล็กน้อยเพื่อให้ชามีกลิ่นหอมขึ้น,อย่างที่มีปริมาณหรือจำนวนน้อย,"นิดหน่อย, น้อย",มาก,a bit,,,dict_only
1072,1133,โปรด,please,pròːt,2772,สมเด็จพระเทพฯ ทรงโปรดดนตรีไทยมากโดยเฉพาะระนาด,26176,16689,,please,please,AUX,,pord,,รถทุกคันโปรดหลีกทางให้รถพยาบาลด้วย,คำช่วยหน้ากริยาเพื่อขอให้แสดงความเมตตากรุณาโดยปลดเปลื้องความเดือดร้อน,"ได้โปรด, กรุณา",,,,,dict_only
1124,1189,ทุกวันนี้,nowadays,tʰúk wan níː,2734,คนเราทุกวันนี้มักสวมหน้ากากเข้าหากัน,3197,34410,10361,nowadays,nowadays ; at present ; now ; in these days ; these days,ADV,adv.,thukwannī,¯thuk-wan¯nī,คนเราทุกวันนี้มักสวมหน้ากากเข้าหากัน,,"ขณะนี้, ตอนนี้, เดี๋ยวนี้, ปัจจุบันนี้, เวลานี้",,at present; now; in these days; these days,,RID,matched
1125,1190,แถบ,strip; zone,tʰɛ̀ːp,2122,บางธนาคารมีบริการส่งแถบรายการเช็คเบิกในบัญชีของบริษัทใหญ่ๆ ให้บริษัทนั้นๆ ทุกวัน,2919,11908,9797,strip,stripe ; strip ; streak ; bar ; tap ; tag ; band,N,n.,thaēp,_thaēp,บางธนาคารมีบริการส่งแถบรายการเช็คเบิกในบัญชีของบริษัทใหญ่ๆ ให้บริษัทนั้นๆ ทุกวัน,สิ่งที่แบนยาว,,,band; stripe,,ENTOMO ; INFORMAT (program) ; ORNITHO ; RID ; ZOOL,matched
1127,1192,ม้า,horse,máː,4060,เวลาผมนั่งตีระนาดนี่ต้องเอาม้าเตี้ยๆ มารองก้น ไม่งั้นตีไม่ถนัด,4965,16288,5222,horse,horse ; steed ; poney ; colt ; stallion ; mare,N,n.,mā,¯mā,รถยนต์ช่วยลดปริมาณการใช้ม้าและเกวียนเป็นพาหนะลงไปได้มาก,สัตว์สี่เท้า มีกีบทึบ แผงคอยาว มนุษย์เลี้ยงไว้เป็นพาหนะขับขี่และเทียมรถ,"อาชา, พาชี, อัศว, อัสดร, วลาหก, สินธพ, แสะ, หัย,",,mare; steed; stallion; pony; colt; Equus caballus,,MAMMAL ; MINENG ; RID ; TOURIST ; ZOOL,matched
1128,1193,ชื่นชม,admire; praise,tɕʰɯ̂ːn tɕʰom,1834,นึกถึงหนังสือที่เขาเขียนรวมเล่มใหญ่ๆ แล้วก็น่าชื่นชมความสามารถของคนเขียน,2135,28482,1083,admire,admire ; look up to ; gloat over ; praise ; commend ; eulogize ; appreciate ; laud,V,v.,cheūnchom,\cheūn-chom,นึกถึงหนังสือที่เขาเขียนรวมเล่มใหญ่ๆ แล้วก็น่าชื่นชมความสามารถของคนเขียน,กล่าวถึงด้วยความพอใจ,"สรรเสริญ, ยกย่อง, นิยมชมชอบ, ศรัทธา, ชมชอบ",,praise; commend; eulogize; appreciate; laud,,,matched
1139,1205,ลูกสาว,daughter,lûːk sǎːw,3490,เขามีลูกสาว 2 คน คนโต 9 ขวบ และคนเล็ก 3 ขวบ,5894,7079,5193,daughter,daughter,N,n. exp.,lūk sāo,\lūk /sāo,เขามีลูกสาว 2 คน คนโต 9 ขวบ และคนเล็ก 3 ขวบ,ลูกที่มีเพศเป็นหญิง,"บุตรสาว, บุตรี, ธิดา",ลูกชาย,,,FAMILIA ; TOURIST,matched
1073,1134,แง่,point of view; corner,ŋɛ̂ː,4560,อย่าแล่นแง่กับพวกนี้เด็ดขาดเพราะพวกเขาฉลาดมาก,,,,,point of view; corner,,,ngæ̀,,,,,,,,,freq_only
1130,1195,กระตุ้น,stimulate; excite,kràʔ tûn,3228,หนังสือพิมพ์กระตุ้นให้รัฐบาลตรวจสอบการออกโฉนดที่ดินทำกินแก่เกษตรกร,92,29176,4662,stimulate,push ; actuate ; activate ; goad ; urge ; egg on ; press ; encourage ; impel ; hasten ; accelerate ; incite ; instigate ; stimulate ; motivate ; give a fillip to/for ; excite ; jar ; spur ; prompt ; arouse ; trigger,V,v.,kratun,_kra\tun,ยาบางชนิดจะกระตุ้นให้มีการหลั่งฮอร์โมนมากกว่าปกติ,,เร้า,,activate; arouse; rouse; provoke; spur,,RID,matched
1131,1197,ทิศ,direction of compass,tʰít,3191,กำแพงวัดทั้งสี่ทิศทาสีขาว ดูสะอาดตา,3126,24682,10171,direction,direction ; side ; way,N,n.,thit,¯thit,กำแพงวัดทั้งสี่ทิศทาสีขาว ดูสะอาดตา,,"ทิศานุทิศ, เบื้อง, ทาง, ข้าง, ทิศา, ด้าน",,,,ASTRO ; CLIMA (meteo) ; GEO,matched
1132,1198,ฝูง,group; crowd,fǔːŋ,1672,หงส์หลายฝูงกำลังมุ่งหน้าไปยังประเทศเขตร้อน,4460,13930,1646,group,crowd ; group ; herd ; flock ; pack ; troop ; covey ; flight ; drove ; mass ; swarm,N,n.,fūng,/fūng,ฝูงลูกปลาเคลื่อนที่เข้ามาในที่ตื้นบริเวณใกล้ฝั่งเพื่อหาอาหาร,,"กลุ่ม, หมู่",,crowd; mass,,AGRO ; ZOOL,matched
1133,1199,โค,cow,kʰoː,2860,โคพันธุ์นี้ให้น้ำนมมาก,1608,12674,3541,cow,cow ; ox ; bull,N,n.,khō,#NAME?,โคพันธุ์นี้ให้น้ำนมมาก,,วัว,,ox; bull,,RID,matched
1134,1200,ไฟฟ้า,electricity,faj fáː,3382,คอมพิวเตอร์มือถือสะดวกที่ใช้แบตเตอรี่แทนไฟฟ้าได้ ทำให้ไม่ต้องกังวลเวลาไปในที่ที่ไม่มีไฟฟ้า,4813,9580,1542,electricity,electricity ; electric current,N,n.,faifā,#NAME?,คอมพิวเตอร์มือถือสะดวกที่ใช้แบตเตอรี่แทนไฟฟ้าได้ ทำให้ไม่ต้องกังวลเวลาไปในที่ที่ไม่มีไฟฟ้า,พลังงานรูปหนึ่งซึ่งเกี่ยวข้องกับการแยกตัวออกมา หรือการเคลื่อนที่ของอิเล็กตรอนหรือโปรตอนหรืออนุภาคอื่น ใช้ประโยชน์ก่อให้เกิดพลังงานอื่น เช่น ความร้อน แสงสว่าง,กระแสไฟฟ้า,,electric current,,ENER ; HOME ; RID ; TOURIST,matched
1135,1201,ออกแบบ,to design,ʔɔ̀ːk bɛ̀ːp,3943,การสร้างงานศิลปะระดับชาติ ได้ว่าจ้างฝรั่งมาออกแบบตกแต่งพระบรมมหาราชวังหรือพระที่นั่ง,7476,6741,6468,design,design ; lay plans,V,v. exp.,øk baēp,_øk _baēp,การสร้างงานศิลปะระดับชาติ ได้ว่าจ้างฝรั่งมาออกแบบตกแต่งพระบรมมหาราชวังหรือพระที่นั่ง,"ประดิษฐ์แบบ, ประดิษฐ์รูปลักษณะ",,,,,ARCHIT,matched
1136,1202,ทน,bear; endure,tʰon,3288,ไม้สักทนกว่าไม้ยาง,2933,23570,10229,endure,bear ; endure ; abide ; tolerate ; put up with ; stand ; withstand,V,v.,thon,#NAME?,คนเราต้องทนต่อสภาพสังคมที่เกิดขึ้น,ทานอยู่ได้,"อดกลั้น, อั้นไว้, ทานไว้",,stand; tolerate; bear; put up with; withstand,,MEDIC ; RID,matched
1137,1203,สื่อสาร,communicate,sɯ̀ː sǎːn,6239,คนต่างชาติต่างภาษาสื่อสารกันไม่รู้เรื่อง,6737,3362,9130,communicate,communicate ; chat ; speak ; talk ; chatter ; converse ; utter,V,v.,seūsān,_seū/sān,,,"ติดต่อ, ติดต่อสื่อสาร",,,,COMM ; ECONO ; MEDIA ; RID,matched
1138,1204,งบประมาณ,budget; estimate,ŋóp pràʔ maːn,6422,คณะวิจัยติดตามผลจัดทำมาตรฐานเครื่องคอมพิวเตอร์สำหรับให้นักเรียนใช้วางแผนงบประมาณ,1654,12761,6268,budget,budget ; budget estimate ; estimate ; statement,N,n.,ngoppramān,¯ngop_pra-mān,คณะวิจัยติดตามผลจัดทำมาตรฐานเครื่องคอมพิวเตอร์สำหรับให้นักเรียนใช้วางแผนงบประมาณ,ประมาณการรายรับและรายจ่าย,"งบดุล, งบบัญชี",,estimate; statement,,ECONO (accounting) ; LEGIS ; POLIT ; RID,matched
1166,1234,กาล,time; era; tense (grammar),kaːn,1635,คนเราต้องแก่ไปตามกาล,455,30262,2484,tense,tense,N,n.,kān,#NAME?,,เวลาทางด้านไวยากรณ์,,,,,GRAMMA,matched
1088,1151,เชื่อม,link; join; connect,tɕʰɯ̂ːam,2035,นายกฯ เดินทางไปเชื่อมสัมพันธ์ทางการค้าที่ประเทศมาเลเซีย,,,,,link; join; connect,,,cheụ̄̀xm,,,,,,,,,freq_only
1089,1153,ประสาน,to connect; to agree with,pràʔ sǎːn,2744,ลูกเป็นคนประสานรอยร้าวของพ่อและแม่,,,,,to connect; to agree with,,,pras̄ān,,,,,,,,,freq_only
1093,1157,เข้มแข็ง,strong (mental),kʰêm kʰɛ̌ŋ,2000,เธอต้องเข้มแข็งเข้าไว้ มีคนอีกหลายคนที่รอเธออยู่,,,,,strong (mental),,,k̄hêm k̄hæ̆ng,,,,,,,,,freq_only
1141,1207,ประโยค,sentence,pràʔ jòːk,4725,ปีนี้มีพระภิกษุสามเณรสอบไล่ได้เปรียญ 9 ประโยคถึง 23 รูป,3906,27682,7861,sentence,sentence ; clause,N,n.,prayōk,_pra_yōk,ถ้าเรียนหลักภาษาก็อาจวิเคราะห์ประโยคได้ว่าส่วนใดเป็นภาคประธาน ส่วนใดเป็นภาคแสดง,คำพูดหรือข้อความที่ได้ความบริบูรณ์ตอนหนึ่งๆ,,,clause,,GRAMMA ; LINGUA ; LITTERA,matched
1099,1164,ลับ,secret; vanish; to sharpen a knife,láp,3745,ผู้ชายคนนี้ไม่เคยลับไปจากความจำของผมเลย,33336,6970,,secret,secret; vanish; to sharpen a knife,ADJ,,lạb,,อั้งยี่ซานเหอเป็นสมาคมลับเก่าแก่มาตั้งแต่โบราณ,ที่ปกปิดหรือควรปกปิด,,เปิดเผย,confidential; hidden; concealed; unrevealed; undisclosed,,,dict_only
1143,1210,สร้างสรรค์,create; invent; make,sâːŋ sǎn,2898,เขาได้รับเกียรติว่าเป็นศิลปินดีเด่นแห่งรัฐในฐานะที่เป็นผู้สร้างสรรค์ศิลปะที่มีผลงาน…,6369,3135,8838,create,create ; invent,V,v.,sāngsan,\sāng/san,,,"ประดิษฐ์, รังสรรค์, จัดทำ, สร้าง",,make; originate,,RID,matched
1100,1165,ลุก,erect,lúk,5745,เขาหยิบน้ำมันมาราดอย่างระวังจนไฟลุกพรึ่บ,,,,,erect,,,luk,,,,,,,,,freq_only
